bangla_speech,english_speech,dialect
ফ্রথম আই হারাফ আসরন গইত্তেম,At first I used to misbehave,Chittagong
প্রথম দিকে আমি খারাপ ব্যবহার করতাম,At first I used to misbehave,Mymensingh
হথম দিকে আই খারাপ ব্যাবহার কইরতাম,At first I used to misbehave,Noakhali
 পয়লা দিকে মুই বাদ ব্যবহার খরতাম,At first I used to misbehave,Sylhet
এউক্কা সময় পর বোঝলাম যে মোরা একজন আরেকজনরে চাই,After a while I realized that we want each other,Barishal 
সে জেইল্লে আত্তুন আসা গরে এইল্লে আই নিজেরে রাহি,I present myself as he expects me to be,Chittagong
হেয় যেমনে আমারে আশা করসে আমি নিজেরে ওমনে উপস্থাপন করসি,I present myself as he expects me to be,Mymensingh
হে যেন্নে আরে আশা কইরছে আই নিজেরে হেন্নে উপস্থাপন কইরছি,I present myself as he expects me to be,Noakhali
তাইন যেলা আমারে চাইছইন আমি হলা নিজরে উপস্থাপন করছি,I present myself as he expects me to be,Sylhet
এউক্কা চানাচুরয়আলারে দ্যাহা যায়,A Chanachurwala is seen,Barishal 
এক্কান সময় ফর বুঝিলাম যে আই একে অফরকে চাইর,After a while I realized that we want each other,Chittagong
একটা সময় পর বুঝলাম যে আমরা একজন আরেকজনরে চাই,After a while I realized that we want each other,Mymensingh
এককান সময় হর বুইঝলাম যে আমরা একে অপররে চাই,After a while I realized that we want each other,Noakhali
 এখটা সময় ফরে বুঝলাম আমরা এখজন আরোখজনরে চাই,After a while I realized that we want each other,Sylhet
হগলডির ভাষা এক রহমের না,Everyone's language is not the same,Barishal 
মানুষ যার যার নিজের ডইল্লে,People are different,Chittagong
মানুষ যার যার নিজের মত,People are different,Mymensingh
মানুষ যেতার যেতার নিজের মতন,People are different,Noakhali
মানুষ যার যারি নিজর লাখান,People are different,Sylhet
পোরথোমে বালিশের তলে হাতাইছে,First he touched the bottom of the pillow,Barishal 
বেয়াক ভাষা এক ডইল্লে নো,Everyone's language is not the same,Chittagong
বেহের ভাষা এক রহমের না,Everyone's language is not the same,Mymensingh
বেকের ভাষা এক রকমের ন,Everyone's language is not the same,Noakhali
সব ওর ভাষা এক লাকান নায়,Everyone's language is not the same,Sylhet
মোর খালার বিয়া হইছে দুই হাজার পনরো সনে,My cousin got married in 2015,Barishal 
ফ্রথম বালিশর তলা হাতদিয়ি,First he touched the bottom of the pillow,Chittagong
প্রথমে বালিশের তলাডা হাতড়াইসেন,First he touched the bottom of the pillow,Mymensingh
প্রথমে বালিশের তলাকান হাতড়াইলেন,First he touched the bottom of the pillow,Noakhali
ফয়লা বালিশ ওর তলা ওগু হাতাইলা,First he touched the bottom of the pillow,Sylhet
ম্যালাদিন পর আমনেরে দেখলাম,I see you after a long time,Barishal 
আর হাালামুনির বইয়া অইয়ে ২০১৫তে,My cousin got married in 2015,Chittagong
আমার খালামুনির বিয়ে হইছে ২০১৫তে,My cousin got married in 2015,Mymensingh
আর খালার বিয়া অইছে ২০১৫ তে,My cousin got married in 2015,Noakhali
আমার খালামণির বিয়া ওইছে ২০১৫ ত,My cousin got married in 2015,Sylhet
মোর বউ মোর চাইয়া বয়সে আষ্ট বছরের ছোডো,My wife is 8 years younger than me,Barishal 
বউত দিন ফর অন অরে দেহির,I see you after a long time,Chittagong
মেলা সময় বাদে আফনেরে দেখতাসি,I see you after a long time,Mymensingh
মেলাদিন হরে আন্নেরে দেইকলাম,I see you after a long time,Noakhali
বাক্কা সময় পর আফনারে দেখলাম,I see you after a long time,Sylhet
হেইতেও লাভ হইলে না,It did not help,Barishal 
দুই বছর আগদ্দি আই নিজর ফসন্দ মতন বয়া গইজ্জিলাম,Two years ago I got married of my own choice,Chittagong
দুই বছর আগে নিজের পসন্দেই বিয়া করসিলাম,Two years ago I got married of my own choice,Mymensingh
দুই বছর আগে নিজের হছন্দেই বিয়া কইরছিলাম,Two years ago I got married of my own choice,Noakhali
দুই বৎসর আগে নিজর ফছন্দেউ  বিয়া খরছিলাম,Two years ago I got married of my own choice,Sylhet
