Sentence,English Translation, Labels
দেখতো বাউ দুয়ারোত কায়,"Look, boy, why are you at the door?",Rangpur
তুই কাজটা কেম্মা করে করলির আমি তো অবাক,How did you do the work? I’m really surprised.,Narail
মোক ভুলি যাইশ না,Don't forget me.,Rangpur
মোরে ছইর্রা চইল্লা গ্যালো,If you leave me!,Barisal
আলু ভর্তাইদ্দা মাইক্কা খাও,Spread with potato filling and eat!,Barisal
মুই ইচা মাছ খাইতে পছন্দ করি,I like to eat Prawn,Barisal
মোরে আবার জানাইবেন,Tell me again?,Barisal
পথশিশুদের সাহায্য করেছিলাম,I helped street children.,Narail
তোর লগে একটু কতা আছে,I need to talk to you.,Khulna
তুমি কি আলাদা হইররা কিছু ভাবঝো,Are you thinking of something special?,Barisal
মুই তোর জন্য বসি থাকিম,I will wait for you.,Rangpur
আজি থাকো হামার বাড়িত কালকে যাবেন এলা,Stay at our house today; tomorrow we will go.,Rangpur
তুমি কি সাহায্য হরতে হারবা,Can you help?,Barisal
বাহ কেম্মা করে সম্ভব,Wow! It's possible!,Narail
বাহ্ তুমি হেরা,Wow! You are the best!,Barisal
মুই ফের কাইল বিয়াও খাবার যাইম,Tomorrow I will go to wedding again.,Rangpur
তোর তো মন নেই,You don't remember.,Rangpur
তোমার বাড়ি কোম্মে,where is your house,Barisal
মোরে শাপলা তুইল্লা দিবি,Give me a prayer,Barisal
তুমি কোম্মে থাহো,where do you live,Barisal
চিলাটাক দেখি মুরগীর বাচ্চা গুলা হাতাশ খাইছে,Look at the kite — it’s been feasting on the chicks.,Rangpur
মোরে একটু পরীক্ষা হরতে দ্যান,Let me do a little experiment.,Barisal
তুই কি কেলাসত সক্রিয়ভাবে অংশ নেইশ,Do you actively participate in class?,Rangpur
এউক্কা বিলোই দুয়ারের সামনে বইয়া রইছে,A cat is lying in front of the door.,Barisal
মোর সাথে আইসেক,Come with me.,Rangpur
তোমার চিন্তাচেতনার পানির নাহান,Your thoughts are very clear.,Barisal
মাঝে মাঝে কতা কবা,I will talk sometimes,Barisal
তোর হাসিটা মেলা সুন্দর,Your smile is very beautiful.,Rangpur
তোর কোন গান পচন্দ,What is your favorite song?,Rangpur
তুই খুব হাসিখুশি,You are very lively.,Rangpur
ভ্রমণে হাওয়া বদল আসলো,The wind changed during the trip.,Narail
এই বইউগ্গা আ্যাকছের শিক্ষামূলক,This book is very educational.,Barisal
আমি রাত্তিরি তাড়াতাড়ি ঘুমাই,I go to sleep early at night.,Narail
রোংপুইর্রা ভাষায় এউক্কা কতা কইয়া যান,Say something in the language of Rangpur,Barisal
তুই একটু থাইমা যা,Wait a little!,Khulna
খাস্তা ভাজা ক্যালামারি সামুদ্রিক খাবার প্রেমীদের আনন্দ দেয়,Crispy fried calamari delights seafood lovers,Narail
দোয়া টা খুব আন্ধার কচ্ছে ঝড়ি আসবে এলায়,The sky is very dark; it looks like a storm is coming.,Rangpur
অয় এলা কি করে,What is he doing now?,Rangpur
ঘুম থেইক্কা উঠছস এহনো,You’re still sleeping?,Khulna
কি এমন ঘডছে,What happened?,Barisal
হেই ছালারে ডাক দে,Call that rascal!,Rangpur
রাশি সংবাদ বিভিন্ন পাথরের গুনাগুণ,Zodiac News Properties of Different Stones,Narail
বাহ তুই ত ভালোই শিখছিস,Wow! You learned so well!,Rangpur
তোমার ধৈর্য্য অতুলনীয়,Your patience is incredible.,Barisal
দয়া কুরি হেডা আমার দিদেন,Please give this to me.,Khulna
লাচ্ছা খাইতে মিষ্টি লাগে,Lachcha tastes sweet when you eat it,Rangpur
মুই খুব বাংলা ভালবাসোং,I love Bengali very much.,Rangpur
এই জায়গায় তো আমরাই,We are here.,Khulna
তুই মেলা ভাল মানুষ,You are a very good person.,Rangpur
মনটা কেমোন কেমোন করে,The mind feels restless.,Rangpur
খোদার কসম মোর গাও জ্বরে পুইড়া যাইতে আছে,Light-colored clothes.,Barisal
হেইডা করন ঠিক হইব না,That’s not right.,Khulna
বাড়ির মাইয়া মানুষরা রান্না করে,The women at home cook.,Khulna
তোমার পছন্দের খেলা কোনটি,What’s your favorite sport?,Narail
মোরা একলগে খেলাইতাম,We used to play together.,Barisal
মোর লইগ্গা এক কাপ চা লইয়া আয়,Bring me a cup of tea.,Barisal
আমি পতিদিন ব্যাম করি,I do exercise every day.,Narail
তুই সেরা,You are the best!,Rangpur
মোক এখনা সময় দে,Give me some time.,Rangpur
মোর তো রাকতে মোল্লায়,I want to keep it,Barisal
কোটে বেলা কি হইল কাউয়াটা কোল্লায়ছে,What happened in the afternoon? The crow cried.,Rangpur
আইস স্কেটিং শীতের আনন্দ দেয়,Ice skating brings winter joy,Narail
